單詞	TF	DF	TF-IDF
家主權評等未	233	177	3.729273455
券投資信託基	233	221	3.40459634
主權評等未達	233	177	3.729273455
信用評等等級	232	202	3.53409944
核准或申報生	231	203	3.524915614
准或申報生效	231	203	3.524915614
?之安定為目	228	227	3.356006261
評等機構評等	225	111	4.391789993
基?自成?日	224	209	3.468529309
規範進?投資	223	223	3.37223405
持收?之安定	223	222	3.378769568
會核准或申報	222	199	3.535751345
所列信用評等	222	114	4.345395508
經?管會核准	221	170	3.762449999
上櫃公司股票	221	186	3.631804583
債務發行評等	220	104	4.473559284
份或投資單位	220	197	3.546261311
管會核准或申	218	195	3.556847997
均存續期間應	218	218	3.39519365
?自成?日起	217	202	3.503616869
維持收?之安	217	216	3.406517945
核准於國內募	217	216	3.406517945
於國內募集發	217	216	3.406517945
得及維持收?	217	216	3.406517945
及維持收?之	217	216	3.406517945
准於國內募集	217	216	3.406517945
上市或上櫃股	216	181	3.660473115
股份或投資單	215	197	3.535668199
益證券或不動	214	214	3.41379983
期間應在一年	214	214	3.41379983
得募集及銷售	214	181	3.656038137
受益證券或不	214	214	3.41379983
?規範進?投	213	213	3.418485219
頭市場交易之	213	209	3.445888824
集之封閉型不	213	213	3.418485219
下?規範進?	213	213	3.418485219
間應在一年以	212	212	3.423184322
存續期間應在	212	212	3.423184322
在國或地區之	212	212	3.423184322
閉型不動產投	211	211	3.427897231
生效得募集及	211	178	3.673436887
封閉型不動產	211	211	3.427897231
型不動產投資	211	211	3.427897231
司之專業判斷	211	205	3.469545817
公司之專業判	211	205	3.469545817
之封閉型不動	211	211	3.427897231
效得募集及銷	209	176	3.685159358
券或不動產資	209	209	3.437364828
資該國或地區	208	208	3.442119701
證券化之受益	208	203	3.477182662
化之受益證券	208	203	3.477182662
券投資信託事	208	196	3.527749836
券化之受益證	208	203	3.477182662
內之上市或上	208	198	3.513120101
投資信託事業	207	194	3.540295044
列信用評等機	207	119	4.244125562
不低於本基金	207	155	3.863502779
由國家或機構	206	205	3.45867546
收?之安定為	206	205	3.45867546
或不動產資產	206	206	3.451672068
產證券化商品	205	125	4.167979695
市或上櫃股票	205	170	3.7257317
證券或不動產	204	204	3.461281899
該國或地區之	204	204	3.461281899
評等未達下述	204	92	4.605892141
管會規定之信	204	130	4.108932885
等未達下述所	204	92	4.605892141
會規定之信用	204	130	4.108932885
投資該國或地	204	204	3.461281899
或申報生效得	203	189	3.56875421
境內之上市或	203	195	3.523862204
地區之國家主	203	203	3.466108605
國或地區之政	202	202	3.470949971
國或地區之國	202	202	3.470949971
之國家主權評	202	202	3.470949971
?融資產證券	201	148	3.91491429
之百分之?十	200	149	3.902693059
本基金投資之	199	165	3.753987839
應達本基金淨	199	177	3.653408044
基金之總金額	198	126	4.137581761
或相關規定修	197	185	3.585301018
額不得超過本	196	120	4.201808559
金受益證券或	196	196	3.500311671
值之百分之?	195	146	3.918755831
淨資產價值百	194	151	3.868015136
會核准於國內	194	193	3.517600038
區之國家主權	194	194	3.510220827
募集之不動產	194	194	3.510220827
產價值百分之	193	147	3.903682957
基金投資於國	193	187	3.560262472
及其他經金管	193	184	3.583339515
託受益證券及	192	181	3.60431926
資產價值百分	191	148	3.888647296
管會核准於國	191	190	3.532681799
子基金之總金	191	125	4.129316679
基金股份或投	191	171	3.682813653
經理公司之專	189	183	3.581174162
理公司之專業	189	183	3.581174162
依經理公司之	188	182	3.586447458
金股份或投資	186	171	3.669882491
確保基金安全	186	181	3.589182854
成立日起三個	185	174	3.642577183
並依下?規範	185	185	3.555596968
月內採取適當	184	184	3.560720333
司或機構所保	184	73	4.871528243
基?投資於中	183	147	3.876229668
之不動產資產	182	182	3.571017428
?投資於中華	181	147	3.87055928
高收益債券之	181	181	3.576191404
額應達本基金	181	165	3.707132591
集之不動產資	181	181	3.576191404
成分國家或地	181	73	4.860875567
之店頭市場交	181	178	3.5998375
民國境內之政	180	180	3.581382498
國境內之政府	180	180	3.581382498
金額不得超過	178	124	4.102127019
相關規定修正	178	170	3.65673095
境內之政府公	178	178	3.591816549
內之政府公債	178	178	3.591816549
之公司或機構	178	75	4.811890102
集中交易市場	176	148	3.846548525
金投資於國內	175	169	3.656735599
起屆滿六個月	175	169	3.656735599
日起屆滿六個	175	169	3.656735599
自成立日起三	174	164	3.696195334
例募集之封閉	174	174	3.612895719
?動產資產信	173	139	3.925925996
基金安全之目	173	169	3.651106857
產基礎證券及	172	159	3.733975827
國內證券投資	172	163	3.699062922
固定收益證券	172	144	3.873215604
分國家或地區	172	73	4.827824726
公司或機構所	172	73	4.827824726
內證券投資信	172	163	3.699062922
個月內採取適	172	172	3.623542962
條例募集之封	171	171	3.628893974
其他債券總金	171	171	3.628893974
保基金安全之	171	167	3.662128007
市或上櫃公司	170	143	3.876911766
上市或上櫃公	170	143	3.876911766
金額應達本基	169	153	3.779080927
總金額應達本	169	153	3.779080927
經信用評等機	169	71	4.855365139
未經信用評等	169	71	4.855365139
但依經理公司	166	160	3.707411996
資於國內外之	165	165	3.661392405
家或地區之債	164	104	4.302805455
在特殊情形下	164	160	3.70135111
價證券之總額	164	164	3.666875558
?證券或資產	163	137	3.91479246
經理公司應於	163	159	3.707039225
採取適當處置	163	163	3.672378179
受?證券或資	163	137	3.91479246
之外國有價證	163	161	3.689601056
之受?證券或	163	137	3.91479246
金安全之目的	162	158	3.712749102
達一定等級以	161	113	4.176483682
申報生效得募	161	147	3.81013945
報生效得募集	161	147	3.81013945
動產證券化商	161	115	4.152049603
之總金額應達	161	145	3.829217923
指數成分國家	160	71	4.819615398
額不低於本基	159	113	4.169413422
或地區之債券	159	108	4.232335884
存託憑證之總	158	156	3.717885246
立日起屆滿六	157	151	3.759894678
收益債券之總	157	157	3.705811411
投資比例之限	157	124	4.033320711
或上櫃公司股	157	139	3.874826092
總金額不得超	156	114	4.14642131
終止前一個月	156	156	3.711454685
條?公開招募	156	156	3.711454685
條例募集之不	156	156	3.711454685
內募集發?之	156	153	3.73838284
例募集之不動	156	156	3.711454685
市場交易之股	155	141	3.848281485
場交易之股票	155	141	3.848281485
含無擔保公司	155	143	3.828766466
日起三個月後	154	153	3.731822044
務發行評等達	154	61	5.004795406
關法令或相關	153	147	3.783840759
管會核准之店	153	139	3.861236832
法令或相關規	153	147	3.783840759
核准之店頭市	153	139	3.861236832
會核准之店頭	153	139	3.861236832
令或相關規定	153	147	3.783840759
一定等級以上	153	113	4.147656377
資比例之限制	152	124	4.015581538
應符合金管會	152	148	3.771088581
有關法令或相	151	145	3.795963977
准之店頭市場	151	137	3.874317604
內採取適當處	151	151	3.739985546
他債券總金額	151	151	3.739985546
之信用評等等	151	151	3.739985546
之信用評等機	151	89	4.469837138
構評定等級者	150	150	3.745755816
?融組織債券	149	148	3.760828014
外國基金管理	149	147	3.770171082
基金管理機構	149	147	3.770171082
國基金管理機	149	147	3.770171082
數成分國家或	148	66	4.869229014
過本基?淨資	147	99	4.30696982
超過本基?淨	147	99	4.30696982
證券集中交易	147	121	4.030937558
註冊或掛牌之	147	64	4.907034624
所發行或經理	147	139	3.84017184
券集中交易市	147	121	4.030937558
之外國基金管	147	145	3.782041425
證券化條?公	146	146	3.76905646
化條?公開招	146	146	3.76905646
券化條?公開	146	146	3.76905646
託基金受益憑	145	124	3.989740738
為中華民國境	145	131	3.914343343
型基金受益憑	145	95	4.355504946
下述所列信用	145	65	4.876530792
資之外國有價	144	143	3.790399727
次順位?融債	144	137	3.84919413
投資之外國有	144	143	3.790399727
屆滿六個月後	144	138	3.839218381
之基金受益憑	144	132	3.900191059
?公開招募之	143	143	3.786767632
順位?融債券	143	136	3.855544899
得超過本基?	143	95	4.34719454
子基金淨資產	143	44	5.401931647
長期債務信用	142	72	4.722503137
資於新興市場	142	140	3.812136325
期債務信用評	142	72	4.722503137
投資於新興市	142	140	3.812136325
額?得低於本	141	92	4.3826539
三十個營業日	141	99	4.282359562
銷中之公司債	140	124	3.970507446
立日起三個月	140	139	3.814481156
證券為中華民	139	125	3.955614584
有價證券為中	139	125	3.955614584
券為中華民國	139	125	3.955614584
價證券為中華	139	125	3.955614584
自成?日起屆	138	136	3.836657855
成?日起屆滿	138	136	3.836657855
述所列信用評	137	65	4.838511183
權評等未達下	137	109	4.134276195
於外國證券交	137	137	3.822818446
人之長期債務	137	71	4.718233658
之長期債務信	137	71	4.718233658
?得超過本基	136	96	4.302913858
發行或經理之	136	136	3.828910712
其他固定收益	136	136	3.828910712
美國店頭市場	135	125	3.939654979
益債券之總金	135	135	3.835027468
本子基金淨資	135	38	5.558433263
外國子基金之	135	105	4.176686087
公開說明書所	135	127	3.918075372
集及銷售之境	134	134	3.841168928
資產信託受?	134	106	4.15950486
產信託受?證	134	106	4.15950486
及銷售之境外	134	134	3.841168928
化條?募集之	134	134	3.841168928
券化條?募集	134	134	3.841168928
開說明書所列	133	125	3.931496952
外國證券交易	133	133	3.847335304
之國家或機構	133	108	4.129818602
冊或掛牌之債	132	59	4.944859918
信託受?證券	132	103	4.18972717
金管理機構所	131	129	3.880571987
跌幅達百分之	131	59	4.939626563
債務信用評等	131	81	4.51058714
銷售之境外基	130	130	3.865986106
總額不得低於	130	126	3.908251059
承銷中之公司	130	124	3.929889415
國子基金之總	130	105	4.154816973
含次順位?融	130	130	3.865986106
募集發?之國	130	130	3.865986106
集及銷售之外	129	129	3.872254336
銷售之外國基	129	129	3.872254336
所謂特殊情形	129	129	3.872254336
國證券交易所	129	128	3.882767323
及銷售之外國	129	129	3.872254336
金投資之外國	128	127	3.88913252
基金投資之外	128	127	3.88913252
之百分之九十	128	128	3.87854859
資訊系統顯示	127	117	3.99541994
證券相關商品	127	45	5.283415762
券總金額不得	127	103	4.167211246
資高收益債券	126	85	4.421229452
投資高收益債	126	85	4.421229452
投資信託基?	126	115	4.014216172
資於高收益債	125	125	3.897589795
於高收益債券	125	125	3.897589795
投資於高收益	125	125	3.897589795
之高收益債券	125	73	4.620988188
際?融組織債	124	124	3.903990459
證券化條?募	124	124	3.903990459
漲幅或跌幅達	124	61	4.857048469
本基金於成立	124	118	3.970621765
國際?融組織	124	124	3.903990459
值之百分之九	124	124	3.903990459
之有價證券總	123	118	3.966107999
或掛牌之債券	122	59	4.890644271
家或地區之公	122	49	5.139577498
售之外國基金	122	122	3.916873612
?日起?個月	121	121	3.923356588
及經?管會核	121	107	4.087982236
?動產證券化	120	106	4.095759555
述所?信用評	120	20	6.32593623
會核准之外國	120	119	3.941058114
所?信用評等	120	20	6.32593623
印度相關國家	120	29	5.829054903
任一信用評等	120	114	3.99846055
下述所?信用	120	20	6.32593623
?管會核准於	119	118	3.947678315
證券交易所及	119	117	3.959045984
外之有價證券	119	109	4.053647852
他固定收益證	119	119	3.936406576
有約定到期日	118	118	3.942974092
投資比例限制	118	96	4.218247817
證券之總額不	117	117	3.949570293
特定人募集之	117	117	3.949570293
未達下述所列	117	65	4.732793784
日起?個月後	117	117	3.949570293
定人募集之期	117	117	3.949570293
集發?之國際	116	116	3.95619544
符合金管會規	116	100	4.15372424
符合投資策略	116	116	3.95619544
為符合投資策	116	116	3.95619544
在國內募集發	116	116	3.95619544
含固定收益型	116	92	4.264694922
合投資策略所	116	116	3.95619544
管會核准之外	115	114	3.974458985
機構所發行或	115	115	3.962849791
指數累計漲幅	115	58	4.87270297
或地區調整而	115	61	4.805668051
地區調整而不	115	61	4.805668051
合金管會規定	115	99	4.161986891
資信託事業在	114	114	3.969533612
託事業在國內	114	114	3.969533612
管理機構所發	114	114	3.969533612
成?日起?個	114	114	3.969533612
基?受?憑證	114	96	4.197681481
基礎證券及依	114	114	3.969533612
公司並應依下	114	114	3.969533612
信託契約終止	114	114	3.969533612
信託事業在國	114	114	3.969533612
依?融資產證	114	114	3.969533612
且為符合投資	114	114	3.969533612
達下述所列信	113	61	4.79370467
計漲幅或跌幅	113	57	4.883633033
信用評等符合	113	67	4.669307088
之總額不得低	113	111	3.999925208
務信用評等符	112	66	4.683317088
託契約終止前	111	111	3.989764552
等機構評定達	111	67	4.657446061
機構評定達一	111	67	4.657446061
人募集之期貨	111	111	3.989764552
金有約定到期	110	110	3.996568929
或跌幅達百分	110	59	4.819389354
或地區之公司	110	49	5.064695714
幅或跌幅達百	110	59	4.819389354
之國際?融組	110	110	3.996568929
?之國際?融	109	109	4.003404127
集之期貨信託	109	109	4.003404127
股價指數累計	109	54	4.929918649
發?之國際?	109	109	4.003404127
國證券集中交	109	89	4.270808499
募集之期貨信	109	109	4.003404127
約終止前一個	108	108	4.010270427
理機構所發行	108	108	4.010270427
構所發行或經	108	108	4.010270427
業在國內募集	107	107	4.017168107
價指數累計漲	107	54	4.916864849
期貨信託事業	106	106	4.024097451
國店頭市場交	106	106	4.024097451
及依不動產證	106	106	4.024097451
累計漲幅或跌	105	53	4.92809042
模擬或複製債	105	79	4.404363564
數累計漲幅或	105	53	4.92809042
擬或複製債券	105	79	4.404363564
國家或地區調	105	66	4.640267559
之新興市場國	105	80	4.387859122
述比例之限制	104	103	4.050712091
核准之外國店	104	104	4.038052273
外國店頭市場	104	104	4.038052273
准之外國店頭	104	104	4.038052273
之外國店頭市	104	104	4.038052273
礎證券及依不	103	103	4.045078328
定等級以上者	103	103	4.045078328
售之境外基金	103	103	4.045078328
事業在國內募	103	103	4.045078328
之期貨信託基	103	103	4.045078328
金到期日前之	102	102	4.052137198
家或地區調整	102	66	4.620931823
基金保管機構	102	38	5.34227482
券及依不動產	102	102	4.052137198
債券附買回交	102	62	4.702622075
貨幣市場型或	101	60	4.738716913
等國家或地區	101	97	4.111953935
民國及外國有	101	101	4.059229177
幣市場型或債	101	60	4.738716913
市場型或債券	101	60	4.738716913
場型或債券型	101	60	4.738716913
型或債券型基	101	62	4.695934058
及外國子基金	101	82	4.331142858
貨信託事業對	100	100	4.06635456
